statement_id,poll_id,poll_title,poll_url,panel_type,publication_date,topic_or_category,question_label,statement_text,poll_context,n_respondents,n_answered_excluding_no_opinion,n_strongly_agree,n_agree,n_uncertain,n_disagree,n_strongly_disagree,n_no_opinion,n_missing_or_did_not_answer,share_agree,share_disagree,share_uncertain,net_agreement,majority_position,consensus_level,polarization_score,source_csv_url,extraction_method,extraction_notes,issue_categories,category_source,category_confidence,weighted_share_strongly_agree,weighted_share_agree_only,weighted_share_uncertain,weighted_share_disagree_only,weighted_share_strongly_disagree,weighted_share_agree,weighted_share_disagree,weighted_net_agreement,weighted_polarization_score,consensus_direction,consensus_score,consensus_bucket,confidence_weighted_direction,confidence_weighted_score,confidence_weighted_bucket,confidence_weighted_shift,consensus_percentile,share_agree_percentile,confidence_weighted_consensus_percentile,confidence_weighted_share_agree_percentile
europe-institutions-and-prosperity-2__question-a,europe__institutions-and-prosperity-2,Institutions and Prosperity,https://kentclarkcenter.org/surveys/institutions-and-prosperity-2/,Europe,2024-10-22,"Democracy, Government, & Public Policy; Economic Growth, Development, & Productivity; Economists, Economic Theory, & Economic Organizations",Question A,"The institutions of society - such as constitutions, laws, judiciaries, and property rights - substantially shape economic decisions, policies, and outcomes.",,46,41,33,8,0,0,0,0,5,1.000000,0.000000,0.000000,1.000000,Agree,Strong consensus agree,0.000000,https://kentclarkcenter.org/wp-content/uploads/2024/10/2024-10-22-Euro-EEP-Institutions-and-Prosperity.csv,mixed,,Political economy; Public finance; Growth/productivity,source,0.90,0.840000,0.160000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,Agree,1.000000,Strong consensus,Agree,1.000000,Strong consensus,no,98.17,98.48,98.04,98.31
europe-institutions-and-prosperity-2__question-b,europe__institutions-and-prosperity-2,Institutions and Prosperity,https://kentclarkcenter.org/surveys/institutions-and-prosperity-2/,Europe,2024-10-22,"Democracy, Government, & Public Policy; Economic Growth, Development, & Productivity; Economists, Economic Theory, & Economic Organizations",Question B,"On average and over the long term, democracies deliver substantially better economic growth than other forms of government.",,46,41,6,24,10,1,0,0,5,0.731707,0.024390,0.243902,0.707317,Agree,Moderate consensus agree,0.024390,https://kentclarkcenter.org/wp-content/uploads/2024/10/2024-10-22-Euro-EEP-Institutions-and-Prosperity.csv,mixed,,Political economy; Public finance; Growth/productivity,source,0.90,0.170000,0.580000,0.220000,0.030000,0.000000,0.750000,0.030000,0.720000,0.030000,Agree,0.487805,Moderate consensus,Agree,0.530000,Moderate consensus,no,57.73,65.24,54.41,63.32
europe-institutions-and-prosperity-2__question-c,europe__institutions-and-prosperity-2,Institutions and Prosperity,https://kentclarkcenter.org/surveys/institutions-and-prosperity-2/,Europe,2024-10-22,"Democracy, Government, & Public Policy; Economic Growth, Development, & Productivity; Economists, Economic Theory, & Economic Organizations",Question C,Countries where democracy and the rule of law are weakened are likely to experience measurable damage to their economic performance.,,46,41,10,26,4,1,0,0,5,0.878049,0.024390,0.097561,0.853659,Agree,Strong consensus agree,0.024390,https://kentclarkcenter.org/wp-content/uploads/2024/10/2024-10-22-Euro-EEP-Institutions-and-Prosperity.csv,mixed,,Political economy; Public finance; Growth/productivity,source,0.90,0.290000,0.610000,0.070000,0.030000,0.000000,0.900000,0.030000,0.870000,0.030000,Agree,0.780488,Strong consensus,Agree,0.830000,Strong consensus,no,80.34,81.99,79.72,80.84
us-sports-betting__question-a,us__sports-betting,Sports Betting,https://kentclarkcenter.org/surveys/sports-betting/,US,2018-05-22,Healthcare & Wellbeing; Social Policy & Society,Question A,"All things considered, US society will be better off if sports betting becomes legal in more US states (beyond Nevada).",,43,33,0,10,17,6,0,4,6,0.303030,0.181818,0.515152,0.121212,Uncertain,Split / disagreement,0.181818,https://kentclarkcenter.org/wp-content/uploads/2018/05/2018-05-22-US-EEP-Sports-Betting.csv,mixed,,Healthcare; Political economy,source,0.90,0.000000,0.320000,0.520000,0.160000,0.000000,0.320000,0.160000,0.160000,0.160000,Uncertain,0.212122,Weak consensus,Uncertain,0.200000,Weak consensus,no,31.50,25.29,25.85,24.51
us-fracking__question-a,us__fracking,Fracking,https://kentclarkcenter.org/surveys/fracking/,US,2012-05-23,"Environment, Climate Change, & Natural Resources; Science, Technology, & Innovation",Question A,"New technology for fracking natural gas, by lowering energy costs in the United States, will make US industrial firms more cost competitive and thus significantly stimulate the growth of US merchandise exports.",,40,29,2,10,7,9,1,3,8,0.413793,0.344828,0.241379,0.068966,No clear majority,Split / disagreement,0.344828,https://kentclarkcenter.org/wp-content/uploads/2012/05/2012-05-23-US-EEP-Fracking.csv,mixed,,Climate/environment; Energy; Growth/productivity; Industrial policy,source,0.90,0.090000,0.340000,0.180000,0.340000,0.050000,0.430000,0.390000,0.040000,0.390000,Agree,0.068965,No clear consensus,Agree,0.040000,No clear consensus,no,10.68,33.60,6.82,32.31
us-crypto-assets__question-a,us__crypto-assets,Crypto Assets,https://kentclarkcenter.org/surveys/crypto-assets/,US,2022-02-28,"Business Cycles, Recessions, & Crises; Financial Markets & Banking",Question A,"High volatility in the prices of crypto assets such as Bitcoin, Dogecoin, and Ethereum largely reflects movements in investor sentiment rather than news about potential sources of fundamental value (such as possible applications, or use in illicit transactions).",,43,40,14,19,7,0,0,0,3,0.825000,0.000000,0.175000,0.825000,Agree,Strong consensus agree,0.000000,https://kentclarkcenter.org/wp-content/uploads/2022/02/2022-02-28-US-EEP-Crypto-Assets.csv,mixed,,Banking; Financial regulation,source,0.90,0.460000,0.420000,0.120000,0.000000,0.000000,0.880000,0.000000,0.880000,0.000000,Agree,0.650000,Strong consensus,Agree,0.760000,Strong consensus,no,70.02,74.80,72.82,77.41
us-crypto-assets__question-b,us__crypto-assets,Crypto Assets,https://kentclarkcenter.org/surveys/crypto-assets/,US,2022-02-28,"Business Cycles, Recessions, & Crises; Financial Markets & Banking",Question B,"Given existing regulations, as crypto assets grow in value and become more connected to the rest of the financial system, the fluctuations in their valuations pose a serious risk to financial stability in advanced economies.",,43,40,2,16,18,4,0,0,3,0.450000,0.100000,0.450000,0.350000,No clear majority,Split / disagreement,0.100000,https://kentclarkcenter.org/wp-content/uploads/2022/02/2022-02-28-US-EEP-Crypto-Assets.csv,mixed,,Banking; Financial regulation,source,0.90,0.100000,0.450000,0.370000,0.070000,0.000000,0.550000,0.070000,0.480000,0.070000,Agree,0.000000,No clear consensus,Agree,0.180000,Weak consensus,no,1.34,36.95,23.48,43.85
finance-sovereign-wealth-funds-2__question-a,finance__sovereign-wealth-funds-2,Sovereign Wealth Funds,https://kentclarkcenter.org/surveys/sovereign-wealth-funds-2/,Finance,2024-10-24,Investment Management; Investments,Question A,"Establishing a sovereign wealth fund to invest in domestic infrastructure, emerging technologies, and/or strategic sectors would bring substantial benefits to the US economy over a ten-year horizon.",,39,32,0,4,8,15,5,1,6,0.125000,0.625000,0.250000,-0.500000,Disagree,Split / disagreement,0.125000,https://kentclarkcenter.org/wp-content/uploads/2024/10/2024-10-24-Finance-Sovereign-Wealth-Funds.csv,mixed,,Financial regulation; Fiscal policy,mixed,0.80,0.000000,0.110000,0.200000,0.480000,0.210000,0.110000,0.690000,-0.580000,0.110000,Disagree,0.375000,Moderate consensus,Disagree,0.490000,Moderate consensus,no,47.45,11.75,50.94,10.47
finance-sovereign-wealth-funds-2__question-b,finance__sovereign-wealth-funds-2,Sovereign Wealth Funds,https://kentclarkcenter.org/surveys/sovereign-wealth-funds-2/,Finance,2024-10-24,Investment Management; Investments,Question B,"For the US, establishing a sovereign wealth fund would be substantially better for citizens relative to reducing public debt burdens.",,39,31,0,0,8,16,7,2,6,0.000000,0.741935,0.258065,-0.741935,Disagree,Moderate consensus disagree,0.000000,https://kentclarkcenter.org/wp-content/uploads/2024/10/2024-10-24-Finance-Sovereign-Wealth-Funds.csv,mixed,,Financial regulation; Fiscal policy,mixed,0.80,0.000000,0.000000,0.180000,0.540000,0.280000,0.000000,0.820000,-0.820000,0.000000,Disagree,0.483870,Moderate consensus,Disagree,0.640000,Strong consensus,no,56.88,1.39,62.43,1.34
us-social-security__question-a,us__social-security,Social Security,https://kentclarkcenter.org/surveys/social-security/,US,2024-11-14,Public Debt & Deficits; Social Policy & Society; Taxes & Public Spending,Question A,"The Trustees of the U.S. Social Security system currently estimate that the OASI trust fund will be exhausted in 2033, after which substantial benefit cuts are mandated without a change in the law. The response to the impending exhaustion of the OASI trust fund is likely to rely more on general government borrowing than on increases in social security taxes or reductions in social security benefits.",,45,39,2,21,14,2,0,2,4,0.589744,0.051282,0.358974,0.538462,Agree,Split / disagreement,0.051282,https://kentclarkcenter.org/wp-content/uploads/2024/11/2024-11-14-US-EEP-Social-Security.csv,mixed,,Fiscal policy; Public finance; Political economy; Taxation,source,0.90,0.090000,0.610000,0.280000,0.030000,0.000000,0.700000,0.030000,0.670000,0.030000,Agree,0.230770,Weak consensus,Agree,0.420000,Moderate consensus,no,33.87,51.88,45.81,57.22
us-social-security__question-b,us__social-security,Social Security,https://kentclarkcenter.org/surveys/social-security/,US,2024-11-14,Public Debt & Deficits; Social Policy & Society; Taxes & Public Spending,Question B,"As in the most recent major change in Social Security finances (adopted in 1983), the most prudent way to address the impending exhaustion of the OASI trust fund would feature a balanced combination of payroll tax increases and reductions in the benefits received for any given retirement age.",,45,40,4,19,12,5,0,1,4,0.575000,0.125000,0.300000,0.450000,Agree,Split / disagreement,0.125000,https://kentclarkcenter.org/wp-content/uploads/2024/11/2024-11-14-US-EEP-Social-Security.csv,mixed,,Fiscal policy; Public finance; Political economy; Taxation,source,0.90,0.170000,0.480000,0.250000,0.100000,0.000000,0.650000,0.100000,0.550000,0.100000,Agree,0.275000,Weak consensus,Agree,0.400000,Moderate consensus,no,38.47,49.91,44.07,52.85
finance-stock-market-investing__question-a,finance__stock-market-investing,Stock Market Investing,https://kentclarkcenter.org/surveys/stock-market-investing/,Finance,2024-11-19,Investment Management; Investments,Question A,"In general, absent any proprietary information, a retail equity investor cannot consistently make accurate predictions about whether the price of an individual stock will rise or fall on a given day.",,39,35,27,8,0,0,0,1,3,1.000000,0.000000,0.000000,1.000000,Agree,Strong consensus agree,0.000000,https://kentclarkcenter.org/wp-content/uploads/2024/11/2024-11-19-Finance-Stock-Market-Investing.csv,mixed,,Financial regulation,source,0.90,0.780000,0.220000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,Agree,1.000000,Strong consensus,Agree,1.000000,Strong consensus,no,98.17,98.48,98.04,98.31
finance-stock-market-investing__question-b,finance__stock-market-investing,Stock Market Investing,https://kentclarkcenter.org/surveys/stock-market-investing/,Finance,2024-11-19,Investment Management; Investments,Question B,"In general, absent any proprietary information, a retail equity investor can expect to do better by holding a well-diversified, low-fee, passive index fund than by holding a few stocks.",,39,35,26,9,0,0,0,1,3,1.000000,0.000000,0.000000,1.000000,Agree,Strong consensus agree,0.000000,https://kentclarkcenter.org/wp-content/uploads/2024/11/2024-11-19-Finance-Stock-Market-Investing.csv,mixed,,Financial regulation,source,0.90,0.770000,0.230000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,Agree,1.000000,Strong consensus,Agree,1.000000,Strong consensus,no,98.17,98.48,98.04,98.31
europe-economics-and-elections__question-a,europe__economics-and-elections,Economics and Elections,https://kentclarkcenter.org/surveys/economics-and-elections/,Europe,2024-11-21,"Business Cycles, Recessions, & Crises; Democracy, Government, & Public Policy; Monetary Policy, Interest Rates, & Inflation",Question A,A period of high inflation is substantially more electorally damaging to incumbent governments in advanced countries than a period of high unemployment.,,46,39,4,7,24,4,0,0,7,0.282051,0.102564,0.615385,0.179487,Uncertain,Split / disagreement,0.102564,https://kentclarkcenter.org/wp-content/uploads/2024/11/2024-11-21-Euro-EEP-Economics-and-Elections.csv,mixed,,Political economy; Public finance; Monetary policy; Labor markets,mixed,0.80,0.150000,0.150000,0.590000,0.110000,0.000000,0.300000,0.110000,0.190000,0.110000,Uncertain,0.333334,Weak consensus,Uncertain,0.290000,Weak consensus,no,44.46,23.06,34.45,23.17
europe-economics-and-elections__question-b,europe__economics-and-elections,Economics and Elections,https://kentclarkcenter.org/surveys/economics-and-elections/,Europe,2024-11-21,"Business Cycles, Recessions, & Crises; Democracy, Government, & Public Policy; Monetary Policy, Interest Rates, & Inflation",Question B,Voters are more likely to punish incumbents for what they perceive as poor national economic performance than they are to reward incumbents for a good economy.,,46,39,3,25,11,0,0,0,7,0.717949,0.000000,0.282051,0.717949,Agree,Moderate consensus agree,0.000000,https://kentclarkcenter.org/wp-content/uploads/2024/11/2024-11-21-Euro-EEP-Economics-and-Elections.csv,mixed,,Political economy; Public finance; Monetary policy; Labor markets,mixed,0.80,0.110000,0.670000,0.230000,0.000000,0.000000,0.780000,0.000000,0.780000,0.000000,Agree,0.435898,Moderate consensus,Agree,0.550000,Moderate consensus,no,53.53,64.12,56.15,65.37
us-department-of-education__question-a,us__department-of-education,Department of Education,https://kentclarkcenter.org/surveys/department-of-education/,US,2024-12-03,"Democracy, Government, & Public Policy; Education & Skills; Social Policy & Society",Question A,"Given that much of the Department of Education's budget is allocated to postsecondary education (including Pell grants and student loans), closing the department would have no measurable effect on the average K to 12th grade school student. Link: https://www.kentclarkcenter.org/wp-content/uploads/2024/11/USDeptOfEducation_2024_Appropriations.pdf",,45,39,1,4,15,15,4,2,4,0.128205,0.487179,0.384615,-0.358974,No clear majority,Split / disagreement,0.128205,https://kentclarkcenter.org/wp-content/uploads/2024/12/2024-12-03-US-EEP-Department-of-Education.csv,mixed,,Political economy; Public finance; Education; Labor markets; Fiscal policy,mixed,0.80,0.050000,0.120000,0.290000,0.390000,0.140000,0.170000,0.530000,-0.360000,0.170000,Disagree,0.102564,No clear consensus,Disagree,0.240000,Weak consensus,no,14.92,12.02,30.30,14.44
europe-global-warming__question-a,europe__global-warming,Global Warming,https://kentclarkcenter.org/surveys/global-warming/,Europe,2024-12-04,"Environment, Climate Change, & Natural Resources; Science, Technology, & Innovation",Question A,"On the basis of current climate policy commitments and potential technology and market responses, my current best estimate for global warming is that average global temperatures by 2100 will rise to no more than 2.5 degrees Celsius above pre-industrial levels.",,46,35,0,6,20,8,1,6,5,0.171429,0.257143,0.571429,-0.085714,Uncertain,Split / disagreement,0.171429,https://kentclarkcenter.org/wp-content/uploads/2024/12/2024-12-04-Euro-EEP-Global-Warming.csv,mixed,,Climate/environment; Energy; Growth/productivity; Industrial policy; International economics,mixed,0.80,0.000000,0.150000,0.520000,0.290000,0.050000,0.150000,0.340000,-0.190000,0.150000,Uncertain,0.314286,Weak consensus,Uncertain,0.180000,Weak consensus,no,42.31,14.61,23.48,13.01
finance-investing-in-private-assets__question-a,finance__investing-in-private-assets,Investing in Private Assets,https://kentclarkcenter.org/surveys/investing-in-private-assets/,Finance,2024-12-18,Investment Management; Investments,Question A,A properly diversified 401k account should include private equity and private credit assets.,,39,38,4,12,13,8,1,0,1,0.421053,0.236842,0.342105,0.184211,No clear majority,Split / disagreement,0.236842,https://kentclarkcenter.org/wp-content/uploads/2024/12/2024-12-18-Finance-Investing-in-Private-Assets.csv,mixed,,Financial regulation; Banking,mixed,0.80,0.130000,0.300000,0.340000,0.190000,0.030000,0.430000,0.220000,0.210000,0.220000,Agree,0.078948,No clear consensus,Agree,0.090000,No clear consensus,no,12.56,34.45,12.52,32.31
